source,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,attachments/media_keys/0,attachments/media_keys/1,possibly_sensitive,conversation_id,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,geo/place_id,id,reply_settings,author_id,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,lang,text,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,context_annotations/0/entity/description,context_annotations/1/entity/description,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/mentions/17/start,entities/mentions/17/end,entities/mentions/17/username,entities/mentions/18/start,entities/mentions/18/end,entities/mentions/18/username,entities/mentions/19/start,entities/mentions/19/end,entities/mentions/19/username,entities/mentions/20/start,entities/mentions/20/end,entities/mentions/20/username,entities/mentions/21/start,entities/mentions/21/end,entities/mentions/21/username,entities/mentions/22/start,entities/mentions/22/end,entities/mentions/22/username,entities/mentions/23/start,entities/mentions/23/end,entities/mentions/23/username,entities/mentions/24/start,entities/mentions/24/end,entities/mentions/24/username,entities/mentions/25/start,entities/mentions/25/end,entities/mentions/25/username,entities/mentions/26/start,entities/mentions/26/end,entities/mentions/26/username,entities/mentions/27/start,entities/mentions/27/end,entities/mentions/27/username,entities/mentions/28/start,entities/mentions/28/end,entities/mentions/28/username,entities/mentions/29/start,entities/mentions/29/end,entities/mentions/29/username,entities/mentions/30/start,entities/mentions/30/end,entities/mentions/30/username,entities/mentions/31/start,entities/mentions/31/end,entities/mentions/31/username,entities/mentions/32/start,entities/mentions/32/end,entities/mentions/32/username,entities/mentions/33/start,entities/mentions/33/end,entities/mentions/33/username,entities/mentions/34/start,entities/mentions/34/end,entities/mentions/34/username,entities/mentions/35/start,entities/mentions/35/end,entities/mentions/35/username,entities/mentions/36/start,entities/mentions/36/end,entities/mentions/36/username,entities/mentions/37/start,entities/mentions/37/end,entities/mentions/37/username,entities/mentions/38/start,entities/mentions/38/end,entities/mentions/38/username,entities/mentions/39/start,entities/mentions/39/end,entities/mentions/39/username,entities/mentions/40/start,entities/mentions/40/end,entities/mentions/40/username,entities/mentions/41/start,entities/mentions/41/end,entities/mentions/41/username,entities/mentions/42/start,entities/mentions/42/end,entities/mentions/42/username,entities/mentions/43/start,entities/mentions/43/end,entities/mentions/43/username,entities/mentions/44/start,entities/mentions/44/end,entities/mentions/44/username,entities/mentions/45/start,entities/mentions/45/end,entities/mentions/45/username,entities/mentions/46/start,entities/mentions/46/end,entities/mentions/46/username,entities/mentions/47/start,entities/mentions/47/end,entities/mentions/47/username,entities/mentions/48/start,entities/mentions/48/end,entities/mentions/48/username,entities/mentions/49/start,entities/mentions/49/end,entities/mentions/49/username,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,attachments/media_keys/2,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/3,context_annotations/2/entity/description,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/5/entity/description,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/urls/1/unwound_url
Twitter for Android,156,179,https://t.co/qJxLDzSCLv,https://twitter.com/Johana78145473/status/1383247467076980740,twitter.com/Johana78145473…,,,,,,,,,,,False,"1,38338761275738E+018",10,Person,Named people in the world like Nelson Mandela,"1,1381043843514E+018",Diosdado Cabello R,01c93e351e3122fb,"1,38338761275738E+018",everyone,81227712,2021-04-17T11:51:23+00:00,0,1,0,0,es,"Ampolla con ye de yoyo 😱😱😱😱.

Por cierto, la OMS desestimó la efectividad de la dexametasona para tratar la covid, así como el antiparasitario ivermectina. https://t.co/qJxLDzSCLv",,,,,quoted,"1,38324746707698E+018",49,51,0.9553,Organization,OMS,,,,,,35,Politician,"Politicians in the world, like Joe Biden","1,1381043843514E+018",Diosdado Cabello R,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,38314419104424E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01bc41ac40f6f2ff,"1,38320483151972E+018",everyone,"1,14863325752687E+018",2021-04-16T23:45:05+00:00,6,1,1,0,es,@MGVenezuela @PublServ @farmarebajas @FarmaciaWuiston @Farmarato @SOSDonaciones @DonaMed_VE Disponible Clexane de 40 mg x 2 ampollas y Dexametasona de 8 MG/2 ml. Contáctenos vía WhatsApp al número +58 414-2539068,0,12,MGVenezuela,558946320,replied_to,"1,38314824208327E+018",178,185,0.6343,Product,WhatsApp,,,,,,,,,,,,,,,,,,,,,13,22,PublServ,23,36,farmarebajas,37,53,FarmaciaWuiston,54,64,Farmarato,65,79,SOSDonaciones,80,91,DonaMed_VE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,38317211163263E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01c93e351e3122fb,"1,38317211163263E+018",everyone,114622258,2021-04-16T21:35:04+00:00,2,8,17,3,es,"Que médicamento es su santo grial? Para mí por mucho la Dexametasona, son demasiados los usos que tiene, claro sin hacer su uso abusivo y prolongado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,280,303,https://t.co/6dYq1sb54J,https://twitter.com/LidkRodelo/status/1382706242792079363/photo/1,pic.twitter.com/6dYq1sb54J,,,,,,0,16,ServicioPúblico,"3,13827062355947E+019",,False,"1,38270624279208E+018",,,,,,00dd051c4ae032b0,"1,38270624279208E+018",everyone,67153643,2021-04-15T14:43:52+00:00,39,1,10,2,es,"#ServicioPúblico El profesor Luis Dávila del CP Jesús Ma Marrero de #Guarenas requiere ayuda económica para costear los medicamentos y la recarga de la bombona de oxígeno que, gracias a Dios, su familia ya le consiguió. Cualquier aporte, por pequeño q sea, cuenta y vale mucho ❤️ https://t.co/6dYq1sb54J",,,,,,,29,39,0.9791,Person,Luis Dávila,48,63,0.9322,Person,Jesús Ma Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,189,0.9368,Other,Dios,68,77,Guarenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,38215738255443E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012af435641420c7,"1,3825340325929E+018",everyone,196843793,2021-04-15T03:19:34+00:00,0,1,1,2,es,"@rigotordoc @santiagobacci Hoy me piden opinión acerca de un caso no conocido. MC fiebre, malestar, tos. Consulta un neumonologo:eco pulmonar Dx neumonía covid19. No lab, no imágenes radiográficas. Tto: favipiravir+lomefloxacina+ Dexametasona+fraxiparina + Aspirina. Todo primera consulta. No hay derecho.",0,11,rigotordoc,40703088,replied_to,"1,38252764323349E+018",,,,,,,,,,,,,,,,,,,,,,,,,,12,26,santiagobacci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,107,130,https://t.co/Y65eQrOSgw,https://twitter.com/FarmaciaeVital/status/1382051668875997190/photo/1,pic.twitter.com/Y65eQrOSgw,,,,,,71,84,dexametasona,"3,13820516663845E+019",,False,"1,382051668876E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01bc41ac40f6f2ff,"1,382051668876E+018",everyone,"1,14863325752687E+018",2021-04-13T19:22:49+00:00,4,1,3,0,es,"Disponible Dexametasona 8mg/2ml en $2,5 cada ampolla. @BuscandoMedicin #dexametasona #farmaciaesenciavital https://t.co/Y65eQrOSgw",54,70,BuscandoMedicin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,106,farmaciaesenciavital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for iPhone,,,,,,,,,,,,,,,,False,"1,38177745829961E+018",,,,,,0137799d4f960b21,"1,38177745829961E+018",everyone,185410016,2021-04-13T01:13:12+00:00,110,9,42,3,es,"Hola amigos nuevamente paso por acá por su ayuda. Tengo 2 bombonas de oxígeno en alquiler en Caracas, eran de mi abuelo pero lo tuvimos que hospitalizar, aún necesitamos costear los gastos de medicamentos y exámenes. Si conocen a alguien que esté en búsqueda de una bombona 1/2",,,,,,,93,99,0.9959,Place,Caracas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37953108683386E+018",,,,,,01a74227630d48a8,"1,37953518159438E+018",everyone,"1,36250462223823E+018",2021-04-06T20:43:12+00:00,0,0,4,0,es,@ElRatonJodedor Hay q decirles los arrechos respiran sin bombona de oxigeno  puuyalooo!!!,0,15,ElRatonJodedor,"8,62726069396394E+017",replied_to,"1,37953108683386E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,3795075105126E+018",,,,,,00ec4c32070f5076,"1,3795075105126E+018",everyone,94601036,2021-04-06T18:53:15+00:00,0,0,4,0,es,"La doctora que revisó a mi papá me dijo: Te doy 2 opciones, o consigues una bombona de oxigeno YA, o lo tenemos que hospitalizar de inmediato. Afortunadamente pudimos cumplir con la 1era. Mi solidaridad con todos los que se encuentran en los hospitales batallando.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37921069102707E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00fef4361f2ad538,"1,37921069102707E+018",everyone,107751167,2021-04-05T23:13:47+00:00,1,0,1,0,es,"Buscar Oxígeno en Caracas es Misión Imposible y la nueva modalidad para estafar a los familiares de los enfermos de COVID19, el alquiler de una bombona puede costar 120$ semanales fácilmente y eso sin contar los gastos de alimentos y medicinas.",,,,,,,18,24,0.9936,Place,Caracas,116,122,0.4444,Organization,COVID19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,15,23,Atiempo,,,False,"1,37902074350634E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,"1,37902074350634E+018",everyone,40647108,2021-04-05T10:39:00+00:00,0,0,0,0,es,"@Edurodriguezg #Atiempo buenos días, me pregunto donde están todas esas pruebas rápidas y de PCR que han llegado por toneladas al país? Puede el ciudadano común pagar $60 por una PCR? $450 x bombona de oxígeno? $50 x recarga? La gente morirá en sus casas, triste realidad",0,14,Edurodriguezg,108722247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37888952267142E+018",10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,012b6b2c110f0c21,"1,37888952267142E+018",everyone,"1,2613277181064E+018",2021-04-05T01:57:35+00:00,0,0,0,0,es,"@NicolasMaduro Mi Sr. Pdte. Maduro, muy Buenas Noches!  Agradezco de antemano, su valioso apoyo incondicional, es para mí una Bombona. oxígeno, ya q mi Quincena No logra cubrir mis necesidades ! Tengo a mi mamá con Marca paso y tratamiento intenso! ❤️🙏🙏❤️❤️",0,14,NicolasMaduro,1252764865,,,28,33,0.9473,Person,Maduro,,,,,,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37870650770604E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,0058b0cb7e695890,"1,37871898735432E+018",everyone,78057619,2021-04-04T14:39:56+00:00,0,0,0,0,es,"@luisfcocabezas Es evidente.....me pusé algo más de ese promedio, igual q dexametasona y antibióticos.... material medico desechable...sin dinero no me hubiese curado... se me fueron gran parte de los ahorros de mi vida....sufro por el testo delos Venezolanos",0,15,luisfcocabezas,76843354,replied_to,"1,37870650770604E+018",248,258,0.4603,Person,Venezolanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37783074172417E+018",,,,,,012af435641420c7,"1,37783074172417E+018",everyone,1141122420,2021-04-02T03:50:22+00:00,0,0,1,0,es,"""La vaina esta arrecha para el que rasguña una puya, y no tiene para pagar a cada rato 25$ por una bombona de oxígeno...
lo normal y digno es un Venezolano que administre lo mucho o poco que consigue... Por que de lo contrario, sería un carajo que viva de la droga y extorsión.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37779003215776E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012af435641420c7,"1,37780471736403E+018",everyone,196843793,2021-04-02T02:06:57+00:00,1,0,2,0,es,"@sandratmm2025 @Adiinson @droscarnoguera @Ecastillo1226 @fpachano @ConotoLlanero Eficaz sola o en asociacion con dexametasona, en las primeras 24 horas de ingreso a uci, con ventilación mecánica y en la etapa hiperiiflamatoria",0,14,sandratmm2025,126112757,replied_to,"1,37779003215776E+018",,,,,,,,,,,,,,,,,,,,,,,,,,15,24,Adiinson,25,40,droscarnoguera,41,55,Ecastillo1226,56,65,fpachano,66,80,ConotoLlanero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37744452129489E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,"1,37745961165823E+018",everyone,48451100,2021-04-01T03:15:38+00:00,0,1,0,0,es,"@AVenezuelaPaz @Karinabarbosa Lo cierto es que hay tanta información que al final es una desinformación.  Así, los antibióticos, redemsivir, dexametasona, las mismas vacunas
Pero de verdad sé de médicos q se los dan a sus empleados, y estos se lo dicen a familia y amigos y ahí se riega la información",0,14,AVenezuelaPaz,48458029,replied_to,"1,37745821279073E+018",,,,,,,,,,,,,,,,,,,,,,,,,,15,29,Karinabarbosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37725100647662E+018",,,,,,00ec4c32070f5076,"1,37725100647662E+018",everyone,72746452,2021-03-31T13:26:42+00:00,1,1,0,0,es,No tengo ya ni fuerza para cargar una bombona de oxigeno... Esa vaina si pesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37667559892861E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01cb69a764a68d10,"1,37687768735306E+018",everyone,2546676782,2021-03-30T12:43:16+00:00,0,1,0,0,es,@RaizaLn Hola Raíza. No se puede pasar al centro sin salvo conducto. Nadie me da la cola así. De hecho nadie ofrece la cola ni pagando. Le estoy administrando los medicamentos indicados. Ya la dexametasona no se aplica mas. Queda el antibiótico y el analgésico y orar .,0,8,RaizaLn,133920358,replied_to,"1,37686428687455E+018",14,18,0.5854,Person,Raíza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,37674182847359E+018",,,,,,0137799d4f960b21,"1,37674182847359E+018",everyone,311269270,2021-03-30T03:43:25+00:00,1,0,0,0,es,1300 $ una bombona de oxígeno es una locura. No ae cuanto vale en realidad. Pero creo que es un exceso y evaluando que todo es así en Venezuela no me extrañaría que también hagan usura de esp.,,,,,,,134,142,986,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
