entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,attachments/media_keys/0,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,created_at,id,reply_settings,conversation_id,lang,source,author_id,possibly_sensitive,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,text,geo/place_id,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/1,attachments/media_keys/2,attachments/media_keys/3,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,context_annotations/3/entity/description,context_annotations/4/entity/description,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag
38,56,0.7192,Person,Cardiovascularmente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-04T19:19:56+00:00,1357408565330329600,everyone,1357408565330329600,es,Twitter for Android,404424460,False,48,7,56,2,"Antes de que me diera COVID-19,  era  Cardiovascularmente sana, al mes hice una primera Angina, Caterismo sin ninguna lesión Obstructiva, pero he hecho dos episodios más de Angina, con severos cambios electrocardiograficos, a pesar del tratamiento. Maldigo a este virus Chino.",00aeacac6b5f625e,88,93,0.6061,Person,Angina,96,104,0.6511,Person,Caterismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,135,0.4621,Person,Obstructiva,,,,,,,,,,,173,178,0.4904,Other,Angina,,,,,,,,
3,41,0.2754,Organization,Instituto de Investigaciones Biomédicas,,,,,,,,,,,,,,,,,,,257,280,https://t.co/It6WudcAr9,https://twitter.com/alopezbitriaga/status/1357076281607811072/photo/1,pic.twitter.com/It6WudcAr9,,,,,,,,,,31357076247667482625,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-03T21:19:33+00:00,1357076281607811072,everyone,1357076281607811072,es,Twitter for Android,352707411,False,32,2,30,0,"El Instituto de Investigaciones Biomédicas ""Dr. Francisco J. Triana Alonso"" de la UC Sede Aragua, realizará esta interesante conferencia denominada: Fármacos Aprobados Clínicamente para el Tratamiento de COVID-19. Extendemos la invitación. Fecha 10/02/2021 https://t.co/It6WudcAr9",0198c6f108778b40,61,73,0.3387,Person,Triana Alonso,82,95,0.5478,Organization,UC Sede Aragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,53,0.9804,Person,Maryori Martínez,,,,,,,,,,,,,,,,,,,213,236,https://t.co/5fn6W2FerR,https://www.instagram.com/p/CKxDRw8Fbaz/?igshid=1iamo90ww6fis,instagram.com/p/CKxDRw8Fbaz/…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-01T22:30:53+00:00,1356369456113590274,everyone,1356369456113590274,es,Instagram,987128299481681920,False,0,0,0,0,"SERVICIO PÚBLICO

Una mano amiga para Maryori Martínez y su esposo Francisco Marval, necesitan de nuestra ayuda para cumplir con el tratamiento para superar el COVID-19.

Cada aporte es importante en Ciudad Ojeda https://t.co/5fn6W2FerR",002e2add0d1ff144,67,82,0.9718,Person,Francisco Marval,200,211,0.9643,Place,Ciudad Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-71.3102,10.1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,0.9497,Place,Venezuela,161,175,NicolasMaduro,177,187,dcabellor,189,204,ConCiliaFlores,206,217,drodriven2,219,230,jorgerpsuv,232,248,CarnetDLaPatria,249,272,https://t.co/gdrUX8NRix,https://twitter.com/JuanVillarroelI/status/1353782343820050433/photo/1,pic.twitter.com/gdrUX8NRix,32,52,CarvativirParaVivir,,,,,,,31353782337293737987,10,Person,Named people in the world like Nelson Mandela,1138104384351399937,Diosdado Cabello R,2021-01-25T19:10:37+00:00,1353782343820050433,everyone,1353782343820050433,es,Twitter for Android,1281455298931232773,False,3,0,1,0,"Venezuela 🇻🇪 lumbrera del Mundo #CarvativirParaVivir este medicamento desarollado por Venezolanxs está comprobado como tratamiento efectivo contra el COVID-19.
.@NicolasMaduro .@dcabellor .@ConCiliaFlores .@drodriven2 .@jorgerpsuv .@CarnetDLaPatria https://t.co/gdrUX8NRix",01a7e5c417e78885,,,,,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden",1138104384351399937,Diosdado Cabello R,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,,,,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,
0,8,0.9497,Place,Venezuela,161,175,NicolasMaduro,177,187,dcabellor,189,204,ConCiliaFlores,206,217,drodriven2,219,230,jorgerpsuv,232,248,CarnetDLaPatria,249,272,https://t.co/PfG718hHMQ,https://twitter.com/JuanVillarroelI/status/1353781218849001473/photo/1,pic.twitter.com/PfG718hHMQ,32,52,CarvativirParaVivir,,,,,,,31353781215040581632,10,Person,Named people in the world like Nelson Mandela,1138104384351399937,Diosdado Cabello R,2021-01-25T19:06:09+00:00,1353781218849001473,everyone,1353781218849001473,es,Twitter for Android,1281455298931232773,False,5,1,0,0,"Venezuela 🇻🇪 lumbrera del Mundo #CarvativirParaVivir este medicamento desarollado por Venezolanxs está comprobado como tratamiento efectivo contra el COVID-19.
.@NicolasMaduro .@dcabellor .@ConCiliaFlores .@drodriven2 .@jorgerpsuv .@CarnetDLaPatria https://t.co/PfG718hHMQ",01a7e5c417e78885,,,,,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden",1138104384351399937,Diosdado Cabello R,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,,,,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,
135,143,0.9857,Place,Venezuela,232,246,NicolasMaduro,248,258,dcabellor,260,275,ConCiliaFlores,,,,,,,,,,276,299,https://t.co/vGHHUaBrZK,https://twitter.com/JuanVillarroelI/status/1353780750794059776/photo/1,pic.twitter.com/vGHHUaBrZK,49,75,FlexibilizaciónConsciente,153,173,CarvativirParaVivir,,,,31353780651225444352,10,Person,Named people in the world like Nelson Mandela,1138104384351399937,Diosdado Cabello R,2021-01-25T19:04:17+00:00,1353780750794059776,everyone,1353780750794059776,es,Twitter for Android,1281455298931232773,False,17,0,1,0,"Las mejores noticias para iniciar esta semana de #FlexibilizaciónConsciente gracias al esfuerzos de nuestrxs hermanxs de la Ciencia en Venezuela nace el #CarvativirParaVivir antiviral 100% efectivo en el tratamiento del COVID-19.

.@NicolasMaduro .@dcabellor .@ConCiliaFlores https://t.co/vGHHUaBrZK",01a7e5c417e78885,,,,,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden",1138104384351399937,Diosdado Cabello R,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,276,299,https://t.co/vGHHUaBrZK,https://twitter.com/JuanVillarroelI/status/1353780750794059776/photo/1,pic.twitter.com/vGHHUaBrZK,276,299,https://t.co/vGHHUaBrZK,https://twitter.com/JuanVillarroelI/status/1353780750794059776/photo/1,pic.twitter.com/vGHHUaBrZK,276,299,https://t.co/vGHHUaBrZK,https://twitter.com/JuanVillarroelI/status/1353780750794059776/photo/1,pic.twitter.com/vGHHUaBrZK,31353780667449008131,31353780682951168000,31353780695882223616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,,,,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,47,70,https://t.co/cyk3UUuM2U,https://efectococuyo.com/salud/ivermectina-covid-19-tratamiento-estudios/,efectococuyo.com/salud/ivermect…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-24T22:19:12+00:00,1353467416492306432,everyone,1353467416492306432,es,Twitter for Android,45140712,False,0,0,0,0,¿Puede usarse ivermectina para tratar COVID-19 https://t.co/cyk3UUuM2U,01be351754bcbe13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,70,0.4388,Organization,COVID,,,,,,,,,,,,,,,,,,,237,260,https://t.co/8yBFjF6NrT,http://www.globenewswire.com/news-release/2021/01/23/2163109/0/en/Colchicine-reduces-the-risk-of-COVID-19-related-complications.html,globenewswire.com/news-release/2…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-23T11:08:38+00:00,1352936272613007362,everyone,1352936272613007362,es,Twitter for Android,132167541,False,0,0,0,0,"La colchicina reduce el riesgo de complicaciones relacionadas con COVID-19

Los resultados positivos del ensayo COLCORONA muestran que la colchicina es el único medicamento oral eficaz para el tratamiento de pacientes no hospitalizados
 https://t.co/8yBFjF6NrT",01a74227630d48a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,222,245,https://t.co/xf5y4PCb6V,https://www.sciencedirect.com/science/article/pii/S2589537020304648,sciencedirect.com/science/articl…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-20T01:55:00+00:00,1351709782961500160,everyone,1351709782961500160,es,Twitter for Android,132167541,False,0,0,0,0,"El efecto del tratamiento temprano con ivermectina sobre la carga viral, los síntomas y la respuesta humoral en pacientes con COVID-19 no grave: un ensayo clínico piloto, doble ciego, controlado con placebo y aleatorizado https://t.co/xf5y4PCb6V",01a74227630d48a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9,20,MinSaludVE,22,38,AlvaradoC_Salud,182,192,taniapsuv,193,207,NicolasMaduro,208,219,drodriven2,220,236,JRodriguezPSUV_,158,181,https://t.co/9JY5OzISSu,https://twitter.com/taniapsuv/status/1351170057628487683/video/1,pic.twitter.com/9JY5OzISSu,136,157,CuarentenaConsciente,,,,,,,71351169453476614144,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-19T04:08:32+00:00,1351380998106263557,everyone,1351380998106263557,es,Twitter for Android,1144298492862586880,False,5,0,3,0,"Ministro @MinSaludVE  @AlvaradoC_Salud  explica las bondades de la terapia con ozono en el tratamiento a los afectados por el Covid-19.
#CuarentenaConsciente https://t.co/9JY5OzISSu @taniapsuv
@NicolasMaduro @drodriven2 @JRodriguezPSUV_ 💛💙❤️🇻🇪💪",00ec4c32070f5076,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,30,44,NicolasMaduro,,,,,,,,,,,,,,,,281,304,https://t.co/t5HvGAQeTF,https://twitter.com/RangelSilva4F/status/1351249858049486857/photo/1,pic.twitter.com/t5HvGAQeTF,,,,,,,,,,31351249816110723075,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-18T19:27:25+00:00,1351249858049486857,everyone,1351249812830760963,es,Twitter for Android,193422137,False,54,0,30,0,"En contacto con el presidente @NicolasMaduro ratificamos la voluntad de ir comunidad a comunidad aplicando pruebas rápidas a través de nuestras 15 Áreas de Salud Integral Comunitarias,además de ofrecer el tratamiento oportuno a todos los pacientes de#covid-19 para su recuperación https://t.co/t5HvGAQeTF",01d6e8863bde02c0,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,193422137,replied_to,1351249812830760963,281,304,https://t.co/t5HvGAQeTF,https://twitter.com/RangelSilva4F/status/1351249858049486857/photo/1,pic.twitter.com/t5HvGAQeTF,,,,,,,,,,,31351249836151074823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,11,OlgaMonje3,12,26,NicolasMaduro,27,38,Mippcivzla,,,,,,,,,,,,,,,58,74,QuedateEnCasaYa,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-18T01:04:05+00:00,1350972194176827393,everyone,1350925884350488576,es,Twitter for Android,4134890309,False,0,0,0,0,"@OlgaMonje3 @NicolasMaduro @Mippcivzla Excelente mensaje. #QuedateEnCasaYa mejor encerrados que enterrados. El covid-19 es una pandemia. No es juego, no hay tratamiento certero para la este virus. No distingue clase social ni edad.",012af435641420c7,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,1319393140860649473,replied_to,1350926474195427328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,25,0.3835,Organization,Covid,,,,,,,,,,,,,,,,,,,58,81,https://t.co/4h7Sdg5o7l,https://twitter.com/dredgarbarragan/status/1348706445999669259,twitter.com/dredgarbarraga…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-12T18:06:59+00:00,1349055287219662849,everyone,1349055287219662849,es,Twitter for Android,51266095,False,2,0,0,0,Tratamiento sobre el Covid-19 leve del Dr. Pérez Barragán https://t.co/4h7Sdg5o7l,00ec4c32070f5076,39,56,0.6664,Person,Dr. Pérez Barragán,,,,,,,,,,,,,,,,,,,,,,quoted,1348706445999669259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,70,0.3392,Organization,Front Line,,,,,,,,,,,,,,,,,,,175,198,https://t.co/uv82PkTdtF,https://www.cureus.com/articles/47669-the-history-of-methylprednisolone-ascorbic-acid-thiamine-and-heparin-protocol-and-i-mask-ivermectin-protocol-for-covid-19?fbclid=IwAR1B9mq9arw2lP-WSIw-yLObJVOOGSBdpYYV7CbE2pTRmKJraMQlQxwRXg8#comments,cureus.com/articles/47669…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-11T00:56:46+00:00,1348433637319061504,everyone,1348433637319061504,es,Twitter for Android,132167541,False,0,0,0,0,"Una alianza de expertos establecidos en cuidados intensivos, Front Line COVID-19 Critical Care Alliance (FLCCC), ha publicado dos protocolos para el tratamiento de COVID-19.  https://t.co/uv82PkTdtF",01a74227630d48a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,Reclamo,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-10T14:57:32+00:00,1348282836638437378,everyone,1348282836638437378,es,Twitter for Android,147956755,False,3,0,3,1,"#Reclamo si Decreto de alarma por covid-19, tiene por objeto proteger la vida y salud, ¿cómo es que sigue muriendo gente, por falta de recursos para comprar costosas medicinas del tratamiento?

Sino las proveen, no protegen ninguno de estos derechos, no basta la hospitalización",006fa5d223223cfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,220,243,https://t.co/yWo8qVlg7K,https://twitter.com/MayorGNB_Rivero/status/1347553333414912004/photo/1,pic.twitter.com/yWo8qVlg7K,,,,,,,,,,31347553330923524097,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-08T14:38:45+00:00,1347553333414912004,everyone,1347553333414912004,es,Twitter for Android,181019708,True,1,0,2,0,La mayoría de las personas que contraen la COVID-19 se recuperan de la enfermedad sin necesidad de realizar un tratamiento especial. El 20% que la padece desarrolla una enfermedad grave y tiene dificultad para respirar. https://t.co/yWo8qVlg7K,0151a18c54bdbe02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,31,0.3102,Organization,Civil Táchira,,,,,,,,,,,,,,,,,,,127,150,https://t.co/yCuHXbyC19,https://www.tachiranews.com/video-proteccion-necesita-del-apoyo-urgente-para-el-tratamiento-de-cuatro-funcionarios-contagiados-de-covid-19/,tachiranews.com/video-protecci…,152,164,TáchiraNews,165,178,SanCristóbal,179,185,Covid,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-05T14:58:11+00:00,1346471058753294336,everyone,1346471058753294336,es,Twitter for Android,632322871,False,4,0,1,0,"[Vídeo] Protección Civil Táchira necesita del apoyo urgente para el tratamiento de cuatro funcionarios contagiados de covid-19 https://t.co/yCuHXbyC19

#TáchiraNews #SanCristóbal #Covid-19 #Ayuda #Táchira #PC",01a73d6169f504ac,,,,,,,,,,,189,195,Ayuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,204,Táchira,205,208,PC
164,172,0.9777,Place,Venezuela,31,45,NicolasMaduro,,,,,,,,,,,,,,,,246,269,https://t.co/kNTe0cF79T,https://twitter.com/EscalonaJFC/status/1345885523848671234/photo/1,pic.twitter.com/kNTe0cF79T,0,18,CuídateDelCovid19,,,,,,,31345885329874628608,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-04T12:03:33+00:00,1346064722337136641,everyone,1346064722337136641,es,Twitter for Android,146203831,False,3,0,2,0,"#CuídateDelCovid19

Presidente @NicolasMaduro insta a cumplir con el sistema 7+7 para cortar las cadenas de transmisión, a realizar las debidas pruebas PCR en todo Venezuela y garantizar a tiempo el tratamiento a los casos positivos de Covid-19. https://t.co/kNTe0cF79T",010416b434768b1c,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,246,269,https://t.co/kNTe0cF79T,https://twitter.com/EscalonaJFC/status/1345885523848671234/photo/1,pic.twitter.com/kNTe0cF79T,246,269,https://t.co/kNTe0cF79T,https://twitter.com/EscalonaJFC/status/1345885523848671234/photo/1,pic.twitter.com/kNTe0cF79T,246,269,https://t.co/kNTe0cF79T,https://twitter.com/EscalonaJFC/status/1345885523848671234/photo/1,pic.twitter.com/kNTe0cF79T,31345885330369609730,31345885330361221124,31345885330369622021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,47,Brand,Brands and Companies,10041893684,Instagram,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,239,262,https://t.co/31lBbaJYUH,https://twitter.com/PartidoPSUV/status/1280192267190493190/photo/1,pic.twitter.com/31lBbaJYUH,220,238,2021DeProsperidad,,,,,,,31280192145840902144,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-04T01:58:50+00:00,1345912541642416129,everyone,1345912541642416129,es,Twitter for Android,1107843994611007488,False,0,0,2,0,"La mayoría de las personas que contraen la COVID-19 se recuperan de la enfermedad sin necesidad de realizar un tratamiento especial. El 20% que la padece desarrolla una enfermedad grave y tiene dificultad para respirar.
#2021DeProsperidad
https://t.co/31lBbaJYUH",012af435641420c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,42,0.5911,Person,Dr. Joseph Varón,0,11,lisbprieto,12,23,DrAlCapino,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-03T16:14:50+00:00,1345765572823363584,everyone,1345578104014708736,es,Twitter for Android,50804079,False,6,0,16,2,"@lisbprieto @DrAlCapino El Dr. Joseph Varón, jefe de  la UCI del United Memorial
Center en Huston, texas, explica ampliamente las bondades de la Ivermectina. Les recomiendo que se lean los protocolos de tratamiento para Covid 19 que tiene la FLCCC, Alliance( Front line Covid-19 Critical Care Alliance)",015d19216c749864,65,79,0.5448,Organization,United Memorial,91,96,0.7573,Place,Huston,,,,,,,,,,,,,,,,49993715,replied_to,1345578104014708736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,155,0.2763,Place,Ivermectina,,,,,,,,,,,,,,,,,,,,,,,
,,,,,25,39,eymarfuentes1,,,,,,,,,,,,,,,,193,216,https://t.co/nZiZotXRRM,https://twitter.com/williamsAmaya/status/1345183813136216064/photo/1,pic.twitter.com/nZiZotXRRM,65,74,Covid_19,,,,,,,31345183810116325377,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-01-02T01:43:08+00:00,1345183813136216064,everyone,1345183813136216064,es,Twitter for Android,79901097,False,53,2,86,0,"ATENCIÓN | Nuestro amigo @eymarfuentes1 continúa su recuperación #Covid_19 

Se encuentra estable pero continúa en tratamiento. Agradecemos a las personas que han colaborado. 

Dios les pague. https://t.co/nZiZotXRRM",01a73d6169f504ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
