referenced_tweets/0/type,referenced_tweets/0/id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,reply_settings,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,in_reply_to_user_id,geo/place_id,id,conversation_id,lang,author_id,created_at,text,possibly_sensitive,source,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,attachments/media_keys/0,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text,context_annotations/0/entity/description,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,attachments/media_keys/1,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/2,attachments/media_keys/3,context_annotations/2/entity/description,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description
,,1,0,1,1,everyone,,,,,,,,,,,00ec4c32070f5076,1357477285859889152,1357477285859889152,es,109159561,2021-02-04T23:53:00+00:00,"Servicio Público su familia está solicitando apoyo

Gracias! 

#apoyoeconomico #serviciopublico #donacion en Barquisimeto Edo Lara https://t.co/rUOIzUy1a3",True,Instagram,,,,,,131,154,https://t.co/rUOIzUy1a3,https://www.instagram.com/p/CK47A_FHMmv/?igshid=qz3z7j4wo3ux,instagram.com/p/CK47A_FHMmv/…,63,78,apoyoeconomico,79,95,serviciopublico,96,105,donacion,,,,,,,,,,,109,129,0.8818,Place,Barquisimeto Edo Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-66.96709297,10.47074601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,2,0,everyone,85,101,LaPrensaTachira,236,247,ElPitazoTV,,,,,01a73d6169f504ac,1357423977757462528,1357423977757462528,es,143961267,2021-02-04T20:21:10+00:00,Por favor enviar al Director de empresas de servicio públicosMunicipio San Cristobal @LaPrensaTachira Restituir alumbrado público en BO. carrera 18 entre Pasaje Acueducto y calle 11. Cinco luminarias inactivas todo está oscuro. Peligro.@ElPitazoTV,False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,83,0.6835,Place,San Cristobal,133,134,0.5647,Place,BO,154,169,0.6295,Place,Pasaje Acueducto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,043383f8b2b79918,1357004501270593538,1357004501270593538,es,838778994308890624,2021-02-03T16:34:19+00:00,"Ofrecemos servicio de #traducción Inglés-Español, de todo tipo de documento.

✅Certificadas y Autenticadas por intérprete público a nivel Internacional.  

Contáctenos a través de 📲WhatsApp +584142305700

https://t.co/7FgceBiqSD",False,Twitter for Android,,,,,,205,228,https://t.co/7FgceBiqSD,https://tradusoluciones.com/whatsapp,tradusoluciones.com/whatsapp,22,33,traducción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,043383f8b2b79918,1357003639571775491,1357003639571775491,es,838778994308890624,2021-02-03T16:30:54+00:00,"Nuestras #traducciones son certificadas y autenticadas a nivel Internacional. Son traducciones de documentos firmadas y selladas por un intérprete público certificado por el Ministerio del Poder Popular para Relaciones Interiores, Justicia y Paz.

https://t.co/7FgceBiqSD https://t.co/7LZOm4k39b",False,Twitter for Android,,,,,,248,271,https://t.co/7FgceBiqSD,https://tradusoluciones.com/whatsapp,tradusoluciones.com/whatsapp,9,22,traducciones,,,,,,,,,,,,,,,,31357003636824551427,174,228,0.3392,Other,Ministerio del Poder Popular para Relaciones Interiores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,295,https://t.co/7LZOm4k39b,https://twitter.com/TraduSoluciones/status/1357003639571775491/photo/1,pic.twitter.com/7LZOm4k39b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,00ec4c32070f5076,1356637046866026497,1356637046866026497,es,531868356,2021-02-02T16:14:11+00:00,Servicios al público que deseen los diferente servicio https://t.co/o8qywTEHEw,False,Twitter for Android,,,,,,55,78,https://t.co/o8qywTEHEw,https://twitter.com/Wact64/status/1356637046866026497/photo/1,pic.twitter.com/o8qywTEHEw,,,,,,,,,,,,,,,,,,,31356637037831606278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,0,1,0,everyone,136,150,Punto_deCorte,,,,,,,,00ec4c32070f5076,1356599697490792448,1356599697490792448,es,186110552,2021-02-02T13:45:46+00:00,Servicio Público | Familiares solicitan ayuda económica para darle el último adiós al señor Leonel Gazzotti https://t.co/8EeomA15HJ vía @Punto_deCorte,False,Twitter for Android,,,,,,108,131,https://t.co/8EeomA15HJ,https://pdctv.info/servicio-publico-familiares-solicitan-ayuda-economica-para-darle-el-ultimo-adios-al-senor-leonel-gazzotti/,pdctv.info/servicio-publi…,,,,,,,,,,,,,,,,,,,,92,106,0.9621,Person,Leonel Gazzotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1356572123259633665,1,1,2,0,everyone,0,14,Edurodriguezg,15,24,Galanet_,150,163,InterCliente,108722247,0198c6f108778b40,1356575346120945665,1356572123259633665,es,131585030,2021-02-02T12:09:01+00:00,"@Edurodriguezg @Galanet_ Buenos días sabes si tienen servicio acá en Maracay? Porque allí te compartí una reseña de la estafa en que se ha convertido @InterCliente @TuMundoInter y lo peor es que no hay dónde quejarse ni quién te atienda, agradecida de antemano que si puedes hacer público está situación.",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,164,177,TuMundoInter,,,,,69,75,0.9888,Place,Maracay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,01c93e351e3122fb,1356398460426215424,1356398460426215424,es,494301729,2021-02-02T00:26:08+00:00,Servicio Público! https://t.co/fzZ0Ph7snn,False,Twitter for Android,,,,,,18,41,https://t.co/fzZ0Ph7snn,https://twitter.com/luisaalvrez/status/1356398460426215424/photo/1,pic.twitter.com/fzZ0Ph7snn,,,,,,,,,,,,,,,,,,,31356398457263693825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,002e2add0d1ff144,1356369456113590274,1356369456113590274,es,987128299481681920,2021-02-01T22:30:53+00:00,"SERVICIO PÚBLICO

Una mano amiga para Maryori Martínez y su esposo Francisco Marval, necesitan de nuestra ayuda para cumplir con el tratamiento para superar el COVID-19.

Cada aporte es importante en Ciudad Ojeda https://t.co/5fn6W2FerR",False,Instagram,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,213,236,https://t.co/5fn6W2FerR,https://www.instagram.com/p/CKxDRw8Fbaz/?igshid=1iamo90ww6fis,instagram.com/p/CKxDRw8Fbaz/…,,,,,,,,,,,,,,,,,,,,38,53,0.9804,Person,Maryori Martínez,67,82,0.9718,Person,Francisco Marval,200,211,0.9643,Place,Ciudad Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-71.3102,10.1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32,1,3,1,everyone,,,,,,,,,,,01be351754bcbe13,1356339331313627137,1356339331313627137,es,163651359,2021-02-01T20:31:10+00:00,"Servicio Público.
Para paciente con Distrofia de Fusch, y para evitar la tensión ocular, se requiere cualquiera de estos medicamentos. https://t.co/Bj9NVbpucl",False,Twitter for Android,,,,,,135,158,https://t.co/Bj9NVbpucl,https://twitter.com/GRRuizVE/status/1356339331313627137/photo/1,pic.twitter.com/Bj9NVbpucl,,,,,,,,,,,,,,,,,,,31356339327526170631,36,53,0.1881,Place,Distrofia de Fusch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,158,https://t.co/Bj9NVbpucl,https://twitter.com/GRRuizVE/status/1356339331313627137/photo/1,pic.twitter.com/Bj9NVbpucl,31356339329635930113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,01c93e351e3122fb,1355677295667793924,1355677295667793924,es,494301729,2021-01-31T00:40:29+00:00,Servicio Público! https://t.co/cvuD0NPacu,False,Twitter for Android,,,,,,18,41,https://t.co/cvuD0NPacu,https://twitter.com/luisaalvrez/status/1355677295667793924/photo/1,pic.twitter.com/cvuD0NPacu,,,,,,,,,,,,,,,,,,,31355677284657737728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,2,24,0,everyone,,,,,,,,,,,0058b0cb7e695890,1355601840730222594,1355601840730222594,es,107573587,2021-01-30T19:40:39+00:00,"¡YA BASTA! Los venezolanos estamos cansados de sobrevivir, queremos calidad de vida. Mientras en Petare ningún servicio público funciona y la gente pasa hambre, el régimen busca seguirnos dominando, concentrando el poder, alejándolo cada vez más de la gente ¡No más! https://t.co/Qkj36GcoeH",False,Twitter for iPhone,,,,,,267,290,https://t.co/Qkj36GcoeH,https://twitter.com/andreschola/status/1355601840730222594/video/1,pic.twitter.com/Qkj36GcoeH,,,,,,,,,,,,,,,,,,,71355601550035607553,97,102,0.9737,Place,Petare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,1355221675231481856,0,0,0,0,everyone,,,,,,,,,,,01cb69a764a68d10,1355238563894456322,1355238563894456322,es,322873088,2021-01-29T19:37:07+00:00,Bloquean los usuarios cuando hacemos denuncias sobre ruptura del servicio ahora lo público es privado.. https://t.co/AJcQyAIQou,False,Twitter for Android,,,,,,104,127,https://t.co/AJcQyAIQou,https://twitter.com/CorpoelecInfo/status/1355221675231481856,twitter.com/CorpoelecInfo/…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,1355156545093459969,3,2,7,0,everyone,,,,,,,,,,,004ea55b013fa89f,1355228556016705542,1355228556016705542,es,81227712,2021-01-29T18:57:21+00:00,"Nuestros salarios paupérrimos no da pie para ofrecer un mal servicio; debemos hacerlo de lo mejor.

Pero en el sector público somos muchos los que lo hacemos como es debido. https://t.co/khkB1zDTDs",False,Twitter for Android,,,,,,174,197,https://t.co/khkB1zDTDs,https://twitter.com/saulmorales1/status/1355156545093459969,twitter.com/saulmorales1/s…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,012b6b2c110f0c21,1354608188474195969,1354608188474195969,es,728958857716899846,2021-01-28T01:52:14+00:00,"Si en algún Estado de Venezuela ,se cumple con la bioseguridad en el poco transporte público que prestan servicio,por favor indíquelo..En Barquisimeto no se cumplen normas epidemiológicas para evitar contagios en el transporte público, ni la vigilancia epidemiológica..",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,30,0.9314,Place,Venezuela,138,149,0.9921,Place,Barquisimeto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,012af435641420c7,1354569292906430467,1354569292906430467,es,139487083,2021-01-27T23:17:40+00:00,"Servicio público! 👆🏽👆🏽👆🏽👆🏽

#mascotas 
#mascotasperdidas 
#mascotasperdidasvalencia
#magascargps 
#valencia 
#carabobo 
#Venezuela 
#pasionporlosautos 
#pasionporlasmaquinas en Multiservicios Magascar c.a. https://t.co/B6mZRgCxqB",False,Instagram,,,,,,206,229,https://t.co/B6mZRgCxqB,https://www.instagram.com/p/CKkQqAAn06n/?igshid=1bwilxy1zud6u,instagram.com/p/CKkQqAAn06n/…,28,37,mascotas,39,56,mascotasperdidas,58,83,mascotasperdidasvalencia,84,96,magascargps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,107,valencia,109,118,carabobo,120,130,Venezuela,132,150,pasionporlosautos,152,173,pasionporlasmaquinas,,,,,,,,,,Point,-68.01286831,10.17055148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,2,0,everyone,5,19,ROMELGUZAMANA,,,,,,,,00cfdfc429c27ec3,1354235063576260610,1354235063576260610,es,1094707373833416706,2021-01-27T01:09:34+00:00,"Dip. @RomelGuzamana: ""No hay un solo servicio público que funcione desde que Maduro usurpa funciones, desde que usurpa el poder. La corrupción acabó con PDVSA gas y nuestro pueblo pasando cada vez más calamidades"". #ANLegítimaPorVzla https://t.co/IuQSaJZy3L",False,Twitter for Android,,,,,,234,257,https://t.co/IuQSaJZy3L,https://twitter.com/VPA_ROSCIO/status/1354235063576260610/photo/1,pic.twitter.com/IuQSaJZy3L,215,233,ANLegítimaPorVzla,,,,,,,,,,,,,,,,31354235061034504197,77,82,0.9825,Person,Maduro,153,157,0.8309,Organization,PDVSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,48,0,9,0,everyone,,,,,,,,,,,01be351754bcbe13,1354228317344378881,1354228317344378881,es,65533151,2021-01-27T00:42:45+00:00,"SERVICIO PÚBLICO

La hija de la señora Maria me envía ésto. 

Hola! Mi mamá en estos momentos necesita de tu ayuda. Si puedes compartir o donar te lo agradecería muchísimo🥺 Dios te bendiga🙏💕

#Venezuela #zulia #Maracaibo 
 https://t.co/d8C6GKKCy4",False,Twitter for Android,,,,,,223,246,https://t.co/d8C6GKKCy4,https://www.gofundme.com/f/help-maria-gonz-in-her-battle-with-breast-cancer?utm_source=customer&utm_medium=more&utm_campaign=p_cf+share-flow-1,gofundme.com/f/help-maria-g…,192,202,Venezuela,203,209,zulia,210,220,Maracaibo,,,,,,,,,,,39,43,0.8467,Person,Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/news_img/1362107654383022084/7D86ND9e?format=jpg&name=orig,898,598,https://pbs.twimg.com/news_img/1362107654383022084/7D86ND9e?format=jpg&name=150x150,150,150,200,"Help Maria Gonz. in her battle with breast cancer, organized by Yohanny Laguna","My name is Claudia Prieto, and this is my mom, Maria C. Gonzalez (Mar… Yohanny Laguna needs your support for Help Maria Gonz. in her battle with breast cancer",https://www.gofundme.com/f/help-maria-gonz-in-her-battle-with-breast-cancer?utm_source=customer&utm_medium=more&utm_campaign=p_cf+share-flow-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,0,0,everyone,,,,,,,,,,,00a11a425a70c892,1354101321561944065,1354101321561944065,es,118512607,2021-01-26T16:18:07+00:00,Porque las estaciones que tienen suministro de gas tienen horarios reducidos habiendo colas para abastecerse. Quien estableció esto si es un servicio público????,False,Twitter for iPhone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1354025633861545984,0,0,2,0,everyone,0,16,desordenpublico,,,,,,,201718078,015cbec154ca1c9c,1354057366107533314,1354025633861545984,es,1326510839403335680,2021-01-26T13:23:27+00:00,"@desordenpublico Nosotros: nuestro servicio de internet es un Desorden Público. Estamos en CCS, Valle de Balas.",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,93,0.8862,Place,CCS,96,109,0.6792,Place,Valle de Balas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,015e5397777769a2,1353838663684280320,1353838663684280320,es,87594456,2021-01-25T22:54:25+00:00,"Rafael Caldera el único Presidente de la República que estuvo de visita en los Pueblos del Sur de Mérida, inaugurando obras de servicio público, Caldera comentaba ""los periodistas extranjeros me preguntan si yo había nacido en algún lugar de los Pueblos del Sur"" https://t.co/rNsWSZJwxc",False,Twitter for Android,,,,,,263,286,https://t.co/rNsWSZJwxc,https://twitter.com/germandjc/status/1353838663684280320/photo/1,pic.twitter.com/rNsWSZJwxc,,,,,,,,,,,,,,,,,,,31353838660316229634,0,13,0.9968,Person,Rafael Caldera,79,103,0.7302,Place,Pueblos del Sur de Mérida,145,151,0.6248,Person,Caldera,246,260,0.49,Place,Pueblos del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,008af77d1b1cf7a3,1353714092117258242,1353714092117258242,es,243315859,2021-01-25T14:39:25+00:00,"El gobernador Injusto Noguera comentan los Bolivarenses, despacha desde las minas, dónde está el negocio, y Ciudad Bolivar y Ciudad Guayana, los ""Macondos"", sin ningún servicio público, rodeados del Orinoco y el Caroni y sin agua en sus hogares.  (2) cont ...",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,28,0.4916,Person,Noguera,108,121,0.9292,Place,Ciudad Bolivar,125,138,0.8598,Place,Ciudad Guayana,199,205,0.4349,Place,Orinoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,3,1,0,everyone,,,,,,,,,,,01d677e97eae46b3,1353667593761140737,1353667593761140737,es,1131983166,2021-01-25T11:34:38+00:00,"MUNICIPIO CABIMAS | Sector Nueva Rosa y las Acacías denuncian que tienen un mes y 24 días sin agua por tubería y ningún ente se hace eco para solucionar este servicio público básico, Luis Vásquez se pregunta cuando la Col tendrá bombeo de agua las 24 horas del día?",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,36,0.6603,Place,Sector Nueva Rosa,44,50,0.3156,Place,Acacías,183,194,0.9635,Person,Luis Vásquez,218,220,0.4069,Place,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,0,2,0,everyone,,,,,,,,,,,01939c9a2941c18a,1353435257333284865,1353435257333284865,es,433779240,2021-01-24T20:11:25+00:00,Servicio público. Se necesitan donantes ORH+ para la Sra. Carmen Maldonado madre prof  Pedro Acosta de UCV Cagua para mañana lunes 25/01 7am Hosp. Militar de Maracay. https://t.co/zRigY9z6H4,False,Twitter for iPhone,,,,,,167,190,https://t.co/zRigY9z6H4,https://twitter.com/LigiaHernandez8/status/1353435257333284865/photo/1,pic.twitter.com/zRigY9z6H4,,,,,,,,,,,,,,,,,,,31353435244209299456,87,111,0.5016,Place,Pedro Acosta de UCV Cagua,147,164,0.3163,Place,Militar de Maracay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,0,0,everyone,0,15,victoria1039fm,,,,,,,87347666,01939c9a2941c18a,1353431180264275969,1353431180264275969,es,433779240,2021-01-24T19:55:13+00:00,@victoria1039fm Servicio público. Se necesitan donantes ORH+ para la Sra. Carmen Maldonado madre prof  Pedro Acosta de UCV Cagua para mañana lunes 25/01 7am Hosp. Militar de Maracay.,False,Twitter for iPhone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,127,0.476,Place,Pedro Acosta de UCV Cagua,163,180,0.294,Place,Militar de Maracay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
